"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Chickasaw County, IA"	"19037"	"2018"	"2018"	108	2485	4346.1
	"Chickasaw County, IA"	"19037"	"2019"	"2019"	125	2525	4950.5
	"Chickasaw County, IA"	"19037"	"2020 "	"2020"	149	2568	5802.2
	"Clarke County, IA"	"19039"	"2014"	"2014"	92	1623	5668.5
	"Clarke County, IA"	"19039"	"2015"	"2015"	86	1685	5103.9
	"Clarke County, IA"	"19039"	"2016"	"2016"	85	1740	4885.1
	"Clarke County, IA"	"19039"	"2017"	"2017"	72	1704	4225.4
	"Clarke County, IA"	"19039"	"2018"	"2018"	91	1743	5220.9
	"Clarke County, IA"	"19039"	"2019"	"2019"	98	1807	5423.4
	"Clarke County, IA"	"19039"	"2020 "	"2020"	85	1792	4743.3
	"Clay County, IA"	"19041"	"2014"	"2014"	166	3230	5139.3
	"Clay County, IA"	"19041"	"2015"	"2015"	174	3225	5395.3
	"Clay County, IA"	"19041"	"2016"	"2016"	146	3249	4493.7
	"Clay County, IA"	"19041"	"2017"	"2017"	143	3296	4338.6
	"Clay County, IA"	"19041"	"2018"	"2018"	149	3344	4455.7
	"Clay County, IA"	"19041"	"2019"	"2019"	177	3386	5227.4
	"Clay County, IA"	"19041"	"2020 "	"2020"	169	3509	4816.2
	"Clayton County, IA"	"19043"	"2014"	"2014"	172	3696	4653.7
	"Clayton County, IA"	"19043"	"2015"	"2015"	168	3782	4442.1
	"Clayton County, IA"	"19043"	"2016"	"2016"	155	3859	4016.6
	"Clayton County, IA"	"19043"	"2017"	"2017"	170	4037	4211.0
	"Clayton County, IA"	"19043"	"2018"	"2018"	162	4173	3882.1
	"Clayton County, IA"	"19043"	"2019"	"2019"	165	4274	3860.6
	"Clayton County, IA"	"19043"	"2020 "	"2020"	221	4308	5130.0
	"Clinton County, IA"	"19045"	"2014"	"2014"	447	8814	5071.5
	"Clinton County, IA"	"19045"	"2015"	"2015"	438	8898	4922.5
	"Clinton County, IA"	"19045"	"2016"	"2016"	465	9007	5162.7
	"Clinton County, IA"	"19045"	"2017"	"2017"	472	9054	5213.2
	"Clinton County, IA"	"19045"	"2018"	"2018"	449	9160	4901.7
	"Clinton County, IA"	"19045"	"2019"	"2019"	426	9252	4604.4
	"Clinton County, IA"	"19045"	"2020 "	"2020"	491	9480	5179.3
	"Crawford County, IA"	"19047"	"2014"	"2014"	120	2904	4132.2
	"Crawford County, IA"	"19047"	"2015"	"2015"	150	2920	5137.0
	"Crawford County, IA"	"19047"	"2016"	"2016"	134	2891	4635.1
	"Crawford County, IA"	"19047"	"2017"	"2017"	160	2989	5353.0
	"Crawford County, IA"	"19047"	"2018"	"2018"	123	3006	4091.8
	"Crawford County, IA"	"19047"	"2019"	"2019"	131	3019	4339.2
	"Crawford County, IA"	"19047"	"2020 "	"2020"	161	3038	5299.5
	"Dallas County, IA"	"19049"	"2014"	"2014"	330	8638	3820.3
	"Dallas County, IA"	"19049"	"2015"	"2015"	334	9203	3629.3
	"Dallas County, IA"	"19049"	"2016"	"2016"	377	10012	3765.5
	"Dallas County, IA"	"19049"	"2017"	"2017"	367	10267	3574.6
	"Dallas County, IA"	"19049"	"2018"	"2018"	436	10813	4032.2
	"Dallas County, IA"	"19049"	"2019"	"2019"	385	11351	3391.8
	"Dallas County, IA"	"19049"	"2020 "	"2020"	516	12194	4231.6
	"Davis County, IA"	"19051"	"2014"	"2014"	63	1535	4104.2
	"Davis County, IA"	"19051"	"2015"	"2015"	79	1556	5077.1
	"Davis County, IA"	"19051"	"2016"	"2016"	76	1537	4944.7
	"Davis County, IA"	"19051"	"2017"	"2017"	67	1586	4224.5
	"Davis County, IA"	"19051"	"2018"	"2018"	77	1613	4773.7
	"Davis County, IA"	"19051"	"2019"	"2019"	79	1597	4946.8
	"Davis County, IA"	"19051"	"2020 "	"2020"	81	1645	4924.0
	"Decatur County, IA"	"19053"	"2014"	"2014"	76	1513	5023.1
	"Decatur County, IA"	"19053"	"2015"	"2015"	64	1524	4199.5
	"Decatur County, IA"	"19053"	"2016"	"2016"	62	1538	4031.2
	"Decatur County, IA"	"19053"	"2017"	"2017"	74	1539	4808.3
	"Decatur County, IA"	"19053"	"2018"	"2018"	70	1584	4419.2
	"Decatur County, IA"	"19053"	"2019"	"2019"	63	1601	3935.0
	"Decatur County, IA"	"19053"	"2020 "	"2020"	77	1643	4686.5
	"Delaware County, IA"	"19055"	"2014"	"2014"	149	3143	4740.7
	"Delaware County, IA"	"19055"	"2015"	"2015"	145	3170	4574.1
	"Delaware County, IA"	"19055"	"2016"	"2016"	142	3251	4367.9
	"Delaware County, IA"	"19055"	"2017"	"2017"	142	3219	4411.3
	"Delaware County, IA"	"19055"	"2018"	"2018"	152	3292	4617.3
	"Delaware County, IA"	"19055"	"2019"	"2019"	148	3366	4396.9
	"Delaware County, IA"	"19055"	"2020 "	"2020"	191	3485	5480.6
	"Des Moines County, IA"	"19057"	"2014"	"2014"	360	7583	4747.5
	"Des Moines County, IA"	"19057"	"2015"	"2015"	359	7760	4626.3
	"Des Moines County, IA"	"19057"	"2016"	"2016"	370	7902	4682.4
	"Des Moines County, IA"	"19057"	"2017"	"2017"	336	7974	4213.7
	"Des Moines County, IA"	"19057"	"2018"	"2018"	389	8150	4773.0
	"Des Moines County, IA"	"19057"	"2019"	"2019"	399	8264	4828.2
	"Des Moines County, IA"	"19057"	"2020 "	"2020"	395	8361	4724.3
	"Dickinson County, IA"	"19059"	"2014"	"2014"	163	4097	3978.5
	"Dickinson County, IA"	"19059"	"2015"	"2015"	163	4205	3876.3
	"Dickinson County, IA"	"19059"	"2016"	"2016"	170	4309	3945.2
	"Dickinson County, IA"	"19059"	"2017"	"2017"	186	4371	4255.3
	"Dickinson County, IA"	"19059"	"2018"	"2018"	172	4485	3835.0
	"Dickinson County, IA"	"19059"	"2019"	"2019"	163	4612	3534.3
	"Dickinson County, IA"	"19059"	"2020 "	"2020"	206	4791	4299.7
	"Dubuque County, IA"	"19061"	"2014"	"2014"	751	15643	4800.9
	"Dubuque County, IA"	"19061"	"2015"	"2015"	738	16054	4597.0
	"Dubuque County, IA"	"19061"	"2016"	"2016"	702	16451	4267.2
	"Dubuque County, IA"	"19061"	"2017"	"2017"	773	16884	4578.3
	"Dubuque County, IA"	"19061"	"2018"	"2018"	753	17409	4325.3
	"Dubuque County, IA"	"19061"	"2019"	"2019"	780	17819	4377.4
	"Dubuque County, IA"	"19061"	"2020 "	"2020"	839	18229	4602.6
	"Emmet County, IA"	"19063"	"2014"	"2014"	92	1921	4789.2
	"Emmet County, IA"	"19063"	"2015"	"2015"	110	1949	5643.9
	"Emmet County, IA"	"19063"	"2016"	"2016"	99	2027	4884.1
	"Emmet County, IA"	"19063"	"2017"	"2017"	119	1969	6043.7
	"Emmet County, IA"	"19063"	"2018"	"2018"	101	1979	5103.6
	"Emmet County, IA"	"19063"	"2019"	"2019"	96	1989	4826.5
	"Emmet County, IA"	"19063"	"2020 "	"2020"	136	2058	6608.4
	"Fayette County, IA"	"19065"	"2014"	"2014"	198	4148	4773.4
	"Fayette County, IA"	"19065"	"2015"	"2015"	226	4174	5414.5
	"Fayette County, IA"	"19065"	"2016"	"2016"	204	4201	4856.0
	"Fayette County, IA"	"19065"	"2017"	"2017"	221	4178	5289.6
	"Fayette County, IA"	"19065"	"2018"	"2018"	214	4227	5062.7
	"Fayette County, IA"	"19065"	"2019"	"2019"	181	4222	4287.1
	"Fayette County, IA"	"19065"	"2020 "	"2020"	236	4280	5514.0
	"Floyd County, IA"	"19067"	"2014"	"2014"	157	3329	4716.1
	"Floyd County, IA"	"19067"	"2015"	"2015"	170	3394	5008.8
	"Floyd County, IA"	"19067"	"2016"	"2016"	139	3406	4081.0
	"Floyd County, IA"	"19067"	"2017"	"2017"	160	3418	4681.1
	"Floyd County, IA"	"19067"	"2018"	"2018"	144	3437	4189.7
	"Floyd County, IA"	"19067"	"2019"	"2019"	116	3478	3335.3
	"Floyd County, IA"	"19067"	"2020 "	"2020"	197	3522	5593.4
	"Franklin County, IA"	"19069"	"2014"	"2014"	96	2094	4584.5
	"Franklin County, IA"	"19069"	"2015"	"2015"	94	2092	4493.3
	"Franklin County, IA"	"19069"	"2016"	"2016"	120	2088	5747.1
	"Franklin County, IA"	"19069"	"2017"	"2017"	113	2111	5352.9
	"Franklin County, IA"	"19069"	"2018"	"2018"	100	2125	4705.9
	"Franklin County, IA"	"19069"	"2019"	"2019"	95	2152	4414.5
	"Franklin County, IA"	"19069"	"2020 "	"2020"	122	2254	5412.6
	"Fremont County, IA"	"19071"	"2014"	"2014"	78	1519	5135.0
	"Fremont County, IA"	"19071"	"2015"	"2015"	101	1500	6733.3
	"Fremont County, IA"	"19071"	"2016"	"2016"	66	1509	4373.8
	"Fremont County, IA"	"19071"	"2017"	"2017"	69	1555	4437.3
	"Fremont County, IA"	"19071"	"2018"	"2018"	69	1584	4356.1
	"Fremont County, IA"	"19071"	"2019"	"2019"	85	1629	5217.9
	"Fremont County, IA"	"19071"	"2020 "	"2020"	64	1574	4066.1
	"Greene County, IA"	"19073"	"2014"	"2014"	110	1968	5589.4
	"Greene County, IA"	"19073"	"2015"	"2015"	100	1979	5053.1
	"Greene County, IA"	"19073"	"2016"	"2016"	109	1946	5601.2
	"Greene County, IA"	"19073"	"2017"	"2017"	104	1962	5300.7
	"Greene County, IA"	"19073"	"2018"	"2018"	104	1983	5244.6
	"Greene County, IA"	"19073"	"2019"	"2019"	88	2003	4393.4
	"Greene County, IA"	"19073"	"2020 "	"2020"	87	2043	4258.4
	"Grundy County, IA"	"19075"	"2014"	"2014"	125	2451	5100.0
	"Grundy County, IA"	"19075"	"2015"	"2015"	108	2473	4367.2
	"Grundy County, IA"	"19075"	"2016"	"2016"	123	2513	4894.5
	"Grundy County, IA"	"19075"	"2017"	"2017"	119	2525	4712.9
	"Grundy County, IA"	"19075"	"2018"	"2018"	140	2569	5449.6
	"Grundy County, IA"	"19075"	"2019"	"2019"	128	2595	4932.6
	"Grundy County, IA"	"19075"	"2020 "	"2020"	145	2617	5540.7
	"Guthrie County, IA"	"19077"	"2014"	"2014"	121	2331	5190.9
	"Guthrie County, IA"	"19077"	"2015"	"2015"	108	2303	4689.5
	"Guthrie County, IA"	"19077"	"2016"	"2016"	79	2301	3433.3
	"Guthrie County, IA"	"19077"	"2017"	"2017"	123	2386	5155.1
	"Guthrie County, IA"	"19077"	"2018"	"2018"	93	2407	3863.7
	"Guthrie County, IA"	"19077"	"2019"	"2019"	115	2435	4722.8
	"Guthrie County, IA"	"19077"	"2020 "	"2020"	130	2549	5100.0
	"Hamilton County, IA"	"19079"	"2014"	"2014"	155	2929	5291.9
	"Hamilton County, IA"	"19079"	"2015"	"2015"	133	2999	4434.8
	"Hamilton County, IA"	"19079"	"2016"	"2016"	135	3014	4479.1
	"Hamilton County, IA"	"19079"	"2017"	"2017"	152	3029	5018.2
	"Hamilton County, IA"	"19079"	"2018"	"2018"	161	3065	5252.9
	"Hamilton County, IA"	"19079"	"2019"	"2019"	143	3097	4617.4
	"Hamilton County, IA"	"19079"	"2020 "	"2020"	178	3114	5716.1
	"Hancock County, IA"	"19081"	"2014"	"2014"	98	2229	4396.6
	"Hancock County, IA"	"19081"	"2015"	"2015"	101	2226	4537.3
	"Hancock County, IA"	"19081"	"2016"	"2016"	100	2279	4387.9
	"Hancock County, IA"	"19081"	"2017"	"2017"	102	2369	4305.6
	"Hancock County, IA"	"19081"	"2018"	"2018"	113	2407	4694.6
	"Hancock County, IA"	"19081"	"2019"	"2019"	89	2420	3677.7
	"Hancock County, IA"	"19081"	"2020 "	"2020"	120	2509	4782.8
	"Hardin County, IA"	"19083"	"2014"	"2014"	190	3675	5170.1
	"Hardin County, IA"	"19083"	"2015"	"2015"	191	3682	5187.4
	"Hardin County, IA"	"19083"	"2016"	"2016"	171	3660	4672.1
	"Hardin County, IA"	"19083"	"2017"	"2017"	193	3663	5268.9
	"Hardin County, IA"	"19083"	"2018"	"2018"	172	3716	4628.6
	"Hardin County, IA"	"19083"	"2019"	"2019"	187	3801	4919.8
	"Hardin County, IA"	"19083"	"2020 "	"2020"	209	3865	5407.5
	"Harrison County, IA"	"19085"	"2014"	"2014"	141	2738	5149.7
	"Harrison County, IA"	"19085"	"2015"	"2015"	169	2800	6035.7
	"Harrison County, IA"	"19085"	"2016"	"2016"	143	2829	5054.8
	"Harrison County, IA"	"19085"	"2017"	"2017"	129	2764	4667.1
	"Harrison County, IA"	"19085"	"2018"	"2018"	154	2785	5529.6
	"Harrison County, IA"	"19085"	"2019"	"2019"	164	2790	5878.1
	"Harrison County, IA"	"19085"	"2020 "	"2020"	224	2794	8017.2
	"Henry County, IA"	"19087"	"2014"	"2014"	181	3564	5078.6
	"Henry County, IA"	"19087"	"2015"	"2015"	170	3657	4648.6
	"Henry County, IA"	"19087"	"2016"	"2016"	177	3735	4739.0
	"Henry County, IA"	"19087"	"2017"	"2017"	177	3716	4763.2
	"Henry County, IA"	"19087"	"2018"	"2018"	167	3806	4387.8
	"Henry County, IA"	"19087"	"2019"	"2019"	183	3892	4702.0
	"Henry County, IA"	"19087"	"2020 "	"2020"	230	3933	5848.0
	"Howard County, IA"	"19089"	"2014"	"2014"	91	1858	4897.7
	"Howard County, IA"	"19089"	"2015"	"2015"	92	1878	4898.8
	"Howard County, IA"	"19089"	"2016"	"2016"	87	1908	4559.7
	"Howard County, IA"	"19089"	"2017"	"2017"	98	1891	5182.4
	"Howard County, IA"	"19089"	"2018"	"2018"	120	1918	6256.5
	"Howard County, IA"	"19089"	"2019"	"2019"	114	1911	5965.5
	"Howard County, IA"	"19089"	"2020 "	"2020"	113	1904	5934.9
	"Humboldt County, IA"	"19091"	"2014"	"2014"	113	1961	5762.4
	"Humboldt County, IA"	"19091"	"2015"	"2015"	86	1964	4378.8
	"Humboldt County, IA"	"19091"	"2016"	"2016"	91	1955	4654.7
	"Humboldt County, IA"	"19091"	"2017"	"2017"	96	2011	4773.7
	"Humboldt County, IA"	"19091"	"2018"	"2018"	94	2055	4574.2
	"Humboldt County, IA"	"19091"	"2019"	"2019"	109	2116	5151.2
	"Humboldt County, IA"	"19091"	"2020 "	"2020"	106	2032	5216.5
	"Ida County, IA"	"19093"	"2014"	"2014"	67	1519	4410.8
	"Ida County, IA"	"19093"	"2015"	"2015"	76	1556	4884.3
	"Ida County, IA"	"19093"	"2016"	"2016"	95	1556	6105.4
	"Ida County, IA"	"19093"	"2017"	"2017"	100	1517	6592.0
	"Ida County, IA"	"19093"	"2018"	"2018"	88	1519	5793.3
	"Ida County, IA"	"19093"	"2019"	"2019"	91	1511	6022.5
	"Ida County, IA"	"19093"	"2020 "	"2020"	114	1491	7645.9
	"Iowa County, IA"	"19095"	"2014"	"2014"	144	2945	4889.6
	"Iowa County, IA"	"19095"	"2015"	"2015"	163	3006	5422.5
	"Iowa County, IA"	"19095"	"2016"	"2016"	143	3058	4676.3
	"Iowa County, IA"	"19095"	"2017"	"2017"	155	3000	5166.7
	"Iowa County, IA"	"19095"	"2018"	"2018"	147	3061	4802.4
	"Iowa County, IA"	"19095"	"2019"	"2019"	199	3126	6366.0
	"Iowa County, IA"	"19095"	"2020 "	"2020"	195	3185	6122.4
	"Jackson County, IA"	"19097"	"2014"	"2014"	183	3855	4747.1
	"Jackson County, IA"	"19097"	"2015"	"2015"	199	3916	5081.7
	"Jackson County, IA"	"19097"	"2016"	"2016"	154	3994	3855.8
	"Jackson County, IA"	"19097"	"2017"	"2017"	188	4004	4695.3
	"Jackson County, IA"	"19097"	"2018"	"2018"	187	4061	4604.8
	"Jackson County, IA"	"19097"	"2019"	"2019"	173	4140	4178.7
	"Jackson County, IA"	"19097"	"2020 "	"2020"	219	4195	5220.5
	"Jasper County, IA"	"19099"	"2014"	"2014"	283	6631	4267.8
	"Jasper County, IA"	"19099"	"2015"	"2015"	307	6756	4544.1
	"Jasper County, IA"	"19099"	"2016"	"2016"	278	6793	4092.4
	"Jasper County, IA"	"19099"	"2017"	"2017"	321	7023	4570.7
	"Jasper County, IA"	"19099"	"2018"	"2018"	321	7109	4515.4
	"Jasper County, IA"	"19099"	"2019"	"2019"	312	7249	4304.0
	"Jasper County, IA"	"19099"	"2020 "	"2020"	378	7315	5167.5
	"Jefferson County, IA"	"19101"	"2014"	"2014"	112	3250	3446.2
	"Jefferson County, IA"	"19101"	"2015"	"2015"	125	3458	3614.8
	"Jefferson County, IA"	"19101"	"2016"	"2016"	134	3711	3610.9
	"Jefferson County, IA"	"19101"	"2017"	"2017"	153	3938	3885.2
	"Jefferson County, IA"	"19101"	"2018"	"2018"	151	4119	3665.9
	"Jefferson County, IA"	"19101"	"2019"	"2019"	148	4339	3410.9
	"Jefferson County, IA"	"19101"	"2020 "	"2020"	169	4510	3747.2
	"Johnson County, IA"	"19103"	"2014"	"2014"	487	14122	3448.5
	"Johnson County, IA"	"19103"	"2015"	"2015"	528	15003	3519.3
	"Johnson County, IA"	"19103"	"2016"	"2016"	559	15811	3535.5
	"Johnson County, IA"	"19103"	"2017"	"2017"	528	16719	3158.1
	"Johnson County, IA"	"19103"	"2018"	"2018"	561	17736	3163.1
	"Johnson County, IA"	"19103"	"2019"	"2019"	595	18565	3205.0
	"Johnson County, IA"	"19103"	"2020 "	"2020"	647	19658	3291.3
	"Jones County, IA"	"19105"	"2014"	"2014"	164	3793	4323.8
	"Jones County, IA"	"19105"	"2015"	"2015"	163	3880	4201.0
	"Jones County, IA"	"19105"	"2016"	"2016"	155	3952	3922.1
	"Jones County, IA"	"19105"	"2017"	"2017"	158	4133	3822.9
	"Jones County, IA"	"19105"	"2018"	"2018"	166	4273	3884.9
	"Jones County, IA"	"19105"	"2019"	"2019"	179	4375	4091.4
	"Jones County, IA"	"19105"	"2020 "	"2020"	203	4448	4563.8
	"Keokuk County, IA"	"19107"	"2014"	"2014"	88	2054	4284.3
	"Keokuk County, IA"	"19107"	"2015"	"2015"	95	2072	4584.9
	"Keokuk County, IA"	"19107"	"2016"	"2016"	97	2074	4677.0
	"Keokuk County, IA"	"19107"	"2017"	"2017"	104	2153	4830.5
	"Keokuk County, IA"	"19107"	"2018"	"2018"	89	2192	4060.2
	"Keokuk County, IA"	"19107"	"2019"	"2019"	102	2259	4515.3
	"Keokuk County, IA"	"19107"	"2020 "	"2020"	115	2273	5059.4
	"Kossuth County, IA"	"19109"	"2014"	"2014"	158	3422	4617.2
	"Kossuth County, IA"	"19109"	"2015"	"2015"	170	3420	4970.8
	"Kossuth County, IA"	"19109"	"2016"	"2016"	154	3427	4493.7
	"Kossuth County, IA"	"19109"	"2017"	"2017"	152	3503	4339.1
	"Kossuth County, IA"	"19109"	"2018"	"2018"	134	3538	3787.5
	"Kossuth County, IA"	"19109"	"2019"	"2019"	163	3610	4515.2
	"Kossuth County, IA"	"19109"	"2020 "	"2020"	168	3627	4631.9
	"Lee County, IA"	"19111"	"2014"	"2014"	347	6576	5276.8
	"Lee County, IA"	"19111"	"2015"	"2015"	340	6698	5076.1
	"Lee County, IA"	"19111"	"2016"	"2016"	310	6803	4556.8
	"Lee County, IA"	"19111"	"2017"	"2017"	324	6731	4813.5
	"Lee County, IA"	"19111"	"2018"	"2018"	330	6917	4770.9
	"Lee County, IA"	"19111"	"2019"	"2019"	348	7057	4931.3
	"Lee County, IA"	"19111"	"2020 "	"2020"	404	7150	5650.3
	"Linn County, IA"	"19113"	"2014"	"2014"	1309	31170	4199.6
	"Linn County, IA"	"19113"	"2015"	"2015"	1319	32289	4085.0
	"Linn County, IA"	"19113"	"2016"	"2016"	1366	33079	4129.5
	"Linn County, IA"	"19113"	"2017"	"2017"	1402	34453	4069.3
	"Linn County, IA"	"19113"	"2018"	"2018"	1397	35702	3912.9
	"Linn County, IA"	"19113"	"2019"	"2019"	1373	36853	3725.6
	"Linn County, IA"	"19113"	"2020 "	"2020"	1755	38001	4618.3
	"Louisa County, IA"	"19115"	"2014"	"2014"	86	1855	4636.1
	"Louisa County, IA"	"19115"	"2015"	"2015"	85	1898	4478.4
	"Louisa County, IA"	"19115"	"2016"	"2016"	76	1903	3993.7
	"Louisa County, IA"	"19115"	"2017"	"2017"	86	1980	4343.4
	"Louisa County, IA"	"19115"	"2018"	"2018"	74	2065	3583.5
	"Louisa County, IA"	"19115"	"2019"	"2019"	94	2137	4398.7
	"Louisa County, IA"	"19115"	"2020 "	"2020"	99	2153	4598.2
	"Lucas County, IA"	"19117"	"2014"	"2014"	90	1831	4915.3
	"Lucas County, IA"	"19117"	"2015"	"2015"	99	1846	5362.9
	"Lucas County, IA"	"19117"	"2016"	"2016"	100	1853	5396.7
	"Lucas County, IA"	"19117"	"2017"	"2017"	84	1842	4560.3
	"Lucas County, IA"	"19117"	"2018"	"2018"	85	1882	4516.5
	"Lucas County, IA"	"19117"	"2019"	"2019"	88	1923	4576.2
	"Lucas County, IA"	"19117"	"2020 "	"2020"	98	1916	5114.8
	"Lyon County, IA"	"19119"	"2014"	"2014"	80	1980	4040.4
	"Lyon County, IA"	"19119"	"2015"	"2015"	95	2022	4698.3
	"Lyon County, IA"	"19119"	"2016"	"2016"	80	2037	3927.3
	"Lyon County, IA"	"19119"	"2017"	"2017"	102	2109	4836.4
	"Lyon County, IA"	"19119"	"2018"	"2018"	100	2140	4672.9
	"Lyon County, IA"	"19119"	"2019"	"2019"	79	2159	3659.1
	"Lyon County, IA"	"19119"	"2020 "	"2020"	114	2253	5059.9
	"Madison County, IA"	"19121"	"2014"	"2014"	105	2537	4138.7
	"Madison County, IA"	"19121"	"2015"	"2015"	125	2606	4796.6
	"Madison County, IA"	"19121"	"2016"	"2016"	122	2671	4567.6
	"Madison County, IA"	"19121"	"2017"	"2017"	114	2665	4277.7
	"Madison County, IA"	"19121"	"2018"	"2018"	135	2760	4891.3
	"Madison County, IA"	"19121"	"2019"	"2019"	111	2880	3854.2
	"Madison County, IA"	"19121"	"2020 "	"2020"	121	2869	4217.5
	"Mahaska County, IA"	"19123"	"2014"	"2014"	185	3781	4892.9
	"Mahaska County, IA"	"19123"	"2015"	"2015"	150	3847	3899.1
	"Mahaska County, IA"	"19123"	"2016"	"2016"	206	3870	5323.0
	"Mahaska County, IA"	"19123"	"2017"	"2017"	206	3937	5232.4
	"Mahaska County, IA"	"19123"	"2018"	"2018"	184	4027	4569.2
	"Mahaska County, IA"	"19123"	"2019"	"2019"	226	4096	5517.6
	"Mahaska County, IA"	"19123"	"2020 "	"2020"	229	4141	5530.1
	"Marion County, IA"	"19125"	"2014"	"2014"	292	5486	5322.6
	"Marion County, IA"	"19125"	"2015"	"2015"	282	5557	5074.7
	"Marion County, IA"	"19125"	"2016"	"2016"	270	5697	4739.3
	"Marion County, IA"	"19125"	"2017"	"2017"	301	5823	5169.2
	"Marion County, IA"	"19125"	"2018"	"2018"	256	5957	4297.5
	"Marion County, IA"	"19125"	"2019"	"2019"	299	6128	4879.2
	"Marion County, IA"	"19125"	"2020 "	"2020"	316	6213	5086.1
	"Marshall County, IA"	"19127"	"2014"	"2014"	382	7140	5350.1
	"Marshall County, IA"	"19127"	"2015"	"2015"	399	7229	5519.4
	"Marshall County, IA"	"19127"	"2016"	"2016"	387	7301	5300.6
	"Marshall County, IA"	"19127"	"2017"	"2017"	390	7187	5426.5
	"Marshall County, IA"	"19127"	"2018"	"2018"	427	7272	5871.8
	"Marshall County, IA"	"19127"	"2019"	"2019"	382	7279	5248.0
	"Marshall County, IA"	"19127"	"2020 "	"2020"	461	7327	6291.8
	"Mills County, IA"	"19129"	"2014"	"2014"	88	2344	3754.3
	"Mills County, IA"	"19129"	"2015"	"2015"	98	2449	4001.6
	"Mills County, IA"	"19129"	"2016"	"2016"	79	2523	3131.2
	"Mills County, IA"	"19129"	"2017"	"2017"	103	2701	3813.4
	"Mills County, IA"	"19129"	"2018"	"2018"	99	2774	3568.9
	"Mills County, IA"	"19129"	"2019"	"2019"	112	2856	3921.6
	"Mills County, IA"	"19129"	"2020 "	"2020"	120	2939	4083.0
	"Mitchell County, IA"	"19131"	"2014"	"2014"	115	2321	4954.8
	"Mitchell County, IA"	"19131"	"2015"	"2015"	116	2325	4989.2
	"Mitchell County, IA"	"19131"	"2016"	"2016"	113	2334	4841.5
	"Mitchell County, IA"	"19131"	"2017"	"2017"	130	2288	5681.8
	"Mitchell County, IA"	"19131"	"2018"	"2018"	121	2236	5411.4
	"Mitchell County, IA"	"19131"	"2019"	"2019"	135	2265	5960.3
	"Mitchell County, IA"	"19131"	"2020 "	"2020"	135	2267	5955.0
	"Monona County, IA"	"19133"	"2014"	"2014"	123	2209	5568.1
	"Monona County, IA"	"19133"	"2015"	"2015"	119	2234	5326.8
	"Monona County, IA"	"19133"	"2016"	"2016"	114	2231	5109.8
	"Monona County, IA"	"19133"	"2017"	"2017"	112	2132	5253.3
	"Monona County, IA"	"19133"	"2018"	"2018"	119	2136	5571.2
	"Monona County, IA"	"19133"	"2019"	"2019"	127	2129	5965.2
	"Monona County, IA"	"19133"	"2020 "	"2020"	156	2138	7296.5
	"Monroe County, IA"	"19135"	"2014"	"2014"	94	1523	6172.0
	"Monroe County, IA"	"19135"	"2015"	"2015"	81	1526	5308.0
	"Monroe County, IA"	"19135"	"2016"	"2016"	84	1539	5458.1
	"Monroe County, IA"	"19135"	"2017"	"2017"	96	1538	6241.9
	"Monroe County, IA"	"19135"	"2018"	"2018"	80	1555	5144.7
	"Monroe County, IA"	"19135"	"2019"	"2019"	68	1564	4347.8
	"Monroe County, IA"	"19135"	"2020 "	"2020"	102	1606	6351.2
	"Montgomery County, IA"	"19137"	"2014"	"2014"	136	2168	6273.1
	"Montgomery County, IA"	"19137"	"2015"	"2015"	127	2172	5847.1
	"Montgomery County, IA"	"19137"	"2016"	"2016"	100	2192	4562.0
	"Montgomery County, IA"	"19137"	"2017"	"2017"	121	2146	5638.4
	"Montgomery County, IA"	"19137"	"2018"	"2018"	129	2144	6016.8
	"Montgomery County, IA"	"19137"	"2019"	"2019"	128	2147	5961.8
	"Montgomery County, IA"	"19137"	"2020 "	"2020"	157	2208	7110.5
	"Muscatine County, IA"	"19139"	"2014"	"2014"	325	6448	5040.3
	"Muscatine County, IA"	"19139"	"2015"	"2015"	327	6676	4898.1
	"Muscatine County, IA"	"19139"	"2016"	"2016"	319	6855	4653.5
	"Muscatine County, IA"	"19139"	"2017"	"2017"	317	6952	4559.8
	"Muscatine County, IA"	"19139"	"2018"	"2018"	341	7145	4772.6
	"Muscatine County, IA"	"19139"	"2019"	"2019"	332	7341	4522.5
	"Muscatine County, IA"	"19139"	"2020 "	"2020"	387	7490	5166.9
	"O'Brien County, IA"	"19141"	"2014"	"2014"	169	2896	5835.6
	"O'Brien County, IA"	"19141"	"2015"	"2015"	177	2911	6080.4
	"O'Brien County, IA"	"19141"	"2016"	"2016"	177	2889	6126.7
	"O'Brien County, IA"	"19141"	"2017"	"2017"	174	2851	6103.1
	"O'Brien County, IA"	"19141"	"2018"	"2018"	181	2859	6330.9
	"O'Brien County, IA"	"19141"	"2019"	"2019"	162	2840	5704.2
	"O'Brien County, IA"	"19141"	"2020 "	"2020"	213	2943	7237.5
	"Osceola County, IA"	"19143"	"2014"	"2014"	53	1257	4216.4
	"Osceola County, IA"	"19143"	"2015"	"2015"	66	1263	5225.7
	"Osceola County, IA"	"19143"	"2016"	"2016"	68	1252	5431.3
	"Osceola County, IA"	"19143"	"2017"	"2017"	48	1264	3797.5
	"Osceola County, IA"	"19143"	"2018"	"2018"	50	1299	3849.1
	"Osceola County, IA"	"19143"	"2019"	"2019"	64	1352	4733.7
	"Osceola County, IA"	"19143"	"2020 "	"2020"	74	1387	5335.3
	"Page County, IA"	"19145"	"2014"	"2014"	178	3219	5529.7
